Date,IT Dep.,CostElement,Country,Budget
1/3/2020,Core Infrastructure,Depreciation,New Zealand,"82,256"
1/4/2020,Core Infrastructure,Depreciation,New Zealand,"82,353"
1/5/2020,Core Infrastructure,Depreciation,New Zealand,"82,353"
1/6/2020,Core Infrastructure,Depreciation,New Zealand,"82,353"
1/7/2020,Core Infrastructure,Depreciation,New Zealand,"82,256"
1/8/2020,Core Infrastructure,Depreciation,New Zealand,"82,256"
1/9/2020,Core Infrastructure,Depreciation,New Zealand,"82,256"
1/10/2020,Core Infrastructure,Depreciation,New Zealand,"82,353"
1/11/2020,Core Infrastructure,Depreciation,New Zealand,"82,353"
1/12/2020,Core Infrastructure,Depreciation,New Zealand,"82,353"
1/1/2020,Core Infrastructure,Employee Performance,USA,87
1/2/2020,Core Infrastructure,Employee Performance,USA,87
1/3/2020,Core Infrastructure,Employee Performance,USA,87
1/4/2020,Core Infrastructure,Employee Performance,USA,87
1/5/2020,Core Infrastructure,Employee Performance,USA,87
1/6/2020,Core Infrastructure,Employee Performance,USA,87
1/7/2020,Core Infrastructure,Employee Performance,USA,87
1/8/2020,Core Infrastructure,Employee Performance,USA,87
1/9/2020,Core Infrastructure,Employee Performance,USA,87
1/10/2020,Core Infrastructure,Employee Performance,USA,87
1/11/2020,Core Infrastructure,Employee Performance,USA,87
1/12/2020,Core Infrastructure,Employee Performance,USA,87
1/1/2020,Core Infrastructure,External Labor,Brazil,"24,410"
1/2/2020,Core Infrastructure,External Labor,Brazil,"24,410"
1/3/2020,Core Infrastructure,External Labor,Brazil,"24,410"
1/4/2020,Core Infrastructure,External Labor,Brazil,"24,410"
1/5/2020,Core Infrastructure,External Labor,Brazil,"24,410"
1/6/2020,Core Infrastructure,External Labor,Brazil,"24,410"
1/7/2020,Core Infrastructure,External Labor,Brazil,"24,410"
1/8/2020,Core Infrastructure,External Labor,Brazil,"24,410"
1/9/2020,Core Infrastructure,External Labor,Brazil,"24,410"
1/10/2020,Core Infrastructure,External Labor,Brazil,"24,410"
1/11/2020,Core Infrastructure,External Labor,Brazil,"24,410"
1/12/2020,Core Infrastructure,External Labor,Brazil,"24,410"
1/1/2020,Core Infrastructure,External Labor,Canada,"21,535"
1/2/2020,Core Infrastructure,External Labor,Canada,"21,535"
1/3/2020,Core Infrastructure,External Labor,Canada,"21,535"
1/4/2020,Core Infrastructure,External Labor,Canada,"21,535"
1/5/2020,Core Infrastructure,External Labor,Canada,"21,535"
1/6/2020,Core Infrastructure,External Labor,Canada,"21,535"
1/7/2020,Core Infrastructure,External Labor,Canada,"21,535"
1/8/2020,Core Infrastructure,External Labor,Canada,"21,535"
1/9/2020,Core Infrastructure,External Labor,Canada,"21,535"
1/10/2020,Core Infrastructure,External Labor,Canada,"21,535"
1/11/2020,Core Infrastructure,External Labor,Canada,"21,535"
1/12/2020,Core Infrastructure,External Labor,Canada,"21,535"
1/1/2020,Core Infrastructure,External Labor,Mexico,"20,501"
1/2/2020,Core Infrastructure,External Labor,Mexico,"20,501"
1/3/2020,Core Infrastructure,External Labor,Mexico,"20,501"
1/4/2020,Core Infrastructure,External Labor,Mexico,"20,501"
1/5/2020,Core Infrastructure,External Labor,Mexico,"20,501"
1/6/2020,Core Infrastructure,External Labor,Mexico,"20,501"
1/7/2020,Core Infrastructure,External Labor,Mexico,"20,501"
1/8/2020,Core Infrastructure,External Labor,Mexico,"20,501"
1/9/2020,Core Infrastructure,External Labor,Mexico,"20,501"
1/10/2020,Core Infrastructure,External Labor,Mexico,"20,501"
1/11/2020,Core Infrastructure,External Labor,Mexico,"20,501"
1/12/2020,Core Infrastructure,External Labor,Mexico,"20,501"
1/1/2020,Core Infrastructure,External Labor,New Zealand,"47,239"
1/2/2020,Core Infrastructure,External Labor,New Zealand,"47,239"
1/3/2020,Core Infrastructure,External Labor,New Zealand,"47,239"
1/4/2020,Core Infrastructure,External Labor,New Zealand,"47,336"
1/5/2020,Core Infrastructure,External Labor,New Zealand,"47,336"
1/6/2020,Core Infrastructure,External Labor,New Zealand,"47,336"
1/7/2020,Core Infrastructure,External Labor,New Zealand,"47,239"
1/8/2020,Core Infrastructure,External Labor,New Zealand,"47,239"
1/9/2020,Core Infrastructure,External Labor,New Zealand,"47,239"
1/10/2020,Core Infrastructure,External Labor,New Zealand,"47,336"
1/11/2020,Core Infrastructure,External Labor,New Zealand,"47,336"
1/12/2020,Core Infrastructure,External Labor,New Zealand,"47,336"
1/1/2020,Core Infrastructure,External Labor,USA,"847,967"
1/2/2020,Core Infrastructure,External Labor,USA,"486,274"
1/3/2020,Core Infrastructure,External Labor,USA,"565,703"
1/4/2020,Core Infrastructure,External Labor,USA,"379,166"
1/5/2020,Core Infrastructure,External Labor,USA,"15,190"
1/6/2020,Core Infrastructure,External Labor,USA,"15,190"
1/7/2020,Core Infrastructure,External Labor,USA,"15,190"
1/8/2020,Core Infrastructure,External Labor,USA,"15,190"
1/9/2020,Core Infrastructure,External Labor,USA,"15,190"
1/10/2020,Core Infrastructure,External Labor,USA,"15,190"
1/11/2020,Core Infrastructure,External Labor,USA,"15,190"
1/12/2020,Core Infrastructure,External Labor,USA,"15,190"
1/1/2020,Core Infrastructure,Hardware,Brazil,"7,308"
1/2/2020,Core Infrastructure,Hardware,Brazil,"7,308"
1/3/2020,Core Infrastructure,Hardware,Brazil,"7,308"
1/4/2020,Core Infrastructure,Hardware,Brazil,"7,308"
1/5/2020,Core Infrastructure,Hardware,Brazil,"7,308"
1/6/2020,Core Infrastructure,Hardware,Brazil,"7,308"
1/7/2020,Core Infrastructure,Hardware,Brazil,"7,308"
1/8/2020,Core Infrastructure,Hardware,Brazil,"7,308"
1/9/2020,Core Infrastructure,Hardware,Brazil,"7,308"
1/10/2020,Core Infrastructure,Hardware,Brazil,"7,308"
1/11/2020,Core Infrastructure,Hardware,Brazil,"7,308"
1/12/2020,Core Infrastructure,Hardware,Brazil,"7,308"
1/1/2020,Core Infrastructure,Hardware,Canada,180
1/2/2020,Core Infrastructure,Hardware,Canada,180
1/3/2020,Core Infrastructure,Hardware,Canada,180
1/4/2020,Core Infrastructure,Hardware,Canada,180
1/5/2020,Core Infrastructure,Hardware,Canada,180
1/6/2020,Core Infrastructure,Hardware,Canada,180
1/7/2020,Core Infrastructure,Hardware,Canada,180
1/8/2020,Core Infrastructure,Hardware,Canada,180
1/9/2020,Core Infrastructure,Hardware,Canada,180
1/10/2020,Core Infrastructure,Hardware,Canada,180
1/11/2020,Core Infrastructure,Hardware,Canada,180
1/12/2020,Core Infrastructure,Hardware,Canada,180
1/1/2020,Core Infrastructure,Hardware,Mexico,"28,987"
1/2/2020,Core Infrastructure,Hardware,Mexico,"28,987"
1/3/2020,Core Infrastructure,Hardware,Mexico,"28,987"
1/4/2020,Core Infrastructure,Hardware,Mexico,"28,987"
1/5/2020,Core Infrastructure,Hardware,Mexico,"28,987"
1/6/2020,Core Infrastructure,Hardware,Mexico,"28,987"
1/7/2020,Core Infrastructure,Hardware,Mexico,"28,987"
1/8/2020,Core Infrastructure,Hardware,Mexico,"28,987"
1/9/2020,Core Infrastructure,Hardware,Mexico,"28,987"
1/10/2020,Core Infrastructure,Hardware,Mexico,"28,987"
1/11/2020,Core Infrastructure,Hardware,Mexico,"28,987"
1/12/2020,Core Infrastructure,Hardware,Mexico,"28,987"
1/1/2020,Core Infrastructure,Hardware,USA,51
1/2/2020,Core Infrastructure,Hardware,USA,51
1/3/2020,Core Infrastructure,Hardware,USA,51
1/4/2020,Core Infrastructure,Hardware,USA,51
1/5/2020,Core Infrastructure,Hardware,USA,51
1/6/2020,Core Infrastructure,Hardware,USA,51
1/7/2020,Core Infrastructure,Hardware,USA,51
1/8/2020,Core Infrastructure,Hardware,USA,51
1/9/2020,Core Infrastructure,Hardware,USA,51
1/10/2020,Core Infrastructure,Hardware,USA,51
1/11/2020,Core Infrastructure,Hardware,USA,51
1/12/2020,Core Infrastructure,Hardware,USA,51
1/1/2020,Core Infrastructure,Hardware Maintenance,Brazil,"5,799"
1/2/2020,Core Infrastructure,Hardware Maintenance,Brazil,"5,799"
1/3/2020,Core Infrastructure,Hardware Maintenance,Brazil,"5,799"
1/4/2020,Core Infrastructure,Hardware Maintenance,Brazil,"5,799"
1/5/2020,Core Infrastructure,Hardware Maintenance,Brazil,"5,799"
1/6/2020,Core Infrastructure,Hardware Maintenance,Brazil,"5,799"
1/7/2020,Core Infrastructure,Hardware Maintenance,Brazil,"5,799"
1/8/2020,Core Infrastructure,Hardware Maintenance,Brazil,"5,799"
1/9/2020,Core Infrastructure,Hardware Maintenance,Brazil,"5,799"
1/10/2020,Core Infrastructure,Hardware Maintenance,Brazil,"5,799"
1/11/2020,Core Infrastructure,Hardware Maintenance,Brazil,"5,799"
1/12/2020,Core Infrastructure,Hardware Maintenance,Brazil,"5,799"
1/1/2020,Core Infrastructure,Hardware Maintenance,Canada,"4,578"
1/2/2020,Core Infrastructure,Hardware Maintenance,Canada,"4,578"
1/3/2020,Core Infrastructure,Hardware Maintenance,Canada,"4,578"
1/4/2020,Core Infrastructure,Hardware Maintenance,Canada,"4,578"
1/5/2020,Core Infrastructure,Hardware Maintenance,Canada,"4,578"
1/6/2020,Core Infrastructure,Hardware Maintenance,Canada,"4,578"
1/7/2020,Core Infrastructure,Hardware Maintenance,Canada,"4,578"
1/8/2020,Core Infrastructure,Hardware Maintenance,Canada,"4,578"
1/9/2020,Core Infrastructure,Hardware Maintenance,Canada,"4,578"
1/10/2020,Core Infrastructure,Hardware Maintenance,Canada,"4,578"
1/11/2020,Core Infrastructure,Hardware Maintenance,Canada,"4,578"
1/12/2020,Core Infrastructure,Hardware Maintenance,Canada,"4,578"
1/1/2020,Core Infrastructure,Hardware Maintenance,Mexico,"7,285"
1/2/2020,Core Infrastructure,Hardware Maintenance,Mexico,"7,285"
1/3/2020,Core Infrastructure,Hardware Maintenance,Mexico,"7,285"
1/4/2020,Core Infrastructure,Hardware Maintenance,Mexico,"7,285"
1/5/2020,Core Infrastructure,Hardware Maintenance,Mexico,"7,285"
1/6/2020,Core Infrastructure,Hardware Maintenance,Mexico,"7,285"
1/7/2020,Core Infrastructure,Hardware Maintenance,Mexico,"7,285"
1/8/2020,Core Infrastructure,Hardware Maintenance,Mexico,"7,285"
1/9/2020,Core Infrastructure,Hardware Maintenance,Mexico,"7,285"
1/10/2020,Core Infrastructure,Hardware Maintenance,Mexico,"7,285"
1/11/2020,Core Infrastructure,Hardware Maintenance,Mexico,"7,285"
1/12/2020,Core Infrastructure,Hardware Maintenance,Mexico,"7,285"
1/1/2020,Core Infrastructure,Hardware Maintenance,USA,17
1/2/2020,Core Infrastructure,Hardware Maintenance,USA,17
1/3/2020,Core Infrastructure,Hardware Maintenance,USA,17
1/4/2020,Core Infrastructure,Hardware Maintenance,USA,17
1/5/2020,Core Infrastructure,Hardware Maintenance,USA,17
1/6/2020,Core Infrastructure,Hardware Maintenance,USA,17
1/7/2020,Core Infrastructure,Hardware Maintenance,USA,17
1/8/2020,Core Infrastructure,Hardware Maintenance,USA,17
1/9/2020,Core Infrastructure,Hardware Maintenance,USA,17
1/10/2020,Core Infrastructure,Hardware Maintenance,USA,17
1/11/2020,Core Infrastructure,Hardware Maintenance,USA,17
1/12/2020,Core Infrastructure,Hardware Maintenance,USA,17
1/1/2020,Core Infrastructure,Internal Labor,Brazil,"10,261"
1/2/2020,Core Infrastructure,Internal Labor,Brazil,"10,261"
1/3/2020,Core Infrastructure,Internal Labor,Brazil,"10,261"
1/4/2020,Core Infrastructure,Internal Labor,Brazil,"10,261"
1/5/2020,Core Infrastructure,Internal Labor,Brazil,"10,261"
1/6/2020,Core Infrastructure,Internal Labor,Brazil,"10,261"
1/7/2020,Core Infrastructure,Internal Labor,Brazil,"10,261"
1/8/2020,Core Infrastructure,Internal Labor,Brazil,"10,261"
1/9/2020,Core Infrastructure,Internal Labor,Brazil,"10,261"
1/10/2020,Core Infrastructure,Internal Labor,Brazil,"10,261"
1/11/2020,Core Infrastructure,Internal Labor,Brazil,"10,261"
1/12/2020,Core Infrastructure,Internal Labor,Brazil,"10,261"
1/1/2020,Core Infrastructure,Internal Labor,Mexico,"2,890"
1/2/2020,Core Infrastructure,Internal Labor,Mexico,"2,890"
1/3/2020,Core Infrastructure,Internal Labor,Mexico,"2,932"
1/4/2020,Core Infrastructure,Internal Labor,Mexico,"2,984"
1/5/2020,Core Infrastructure,Internal Labor,Mexico,"2,984"
1/6/2020,Core Infrastructure,Internal Labor,Mexico,"2,984"
1/7/2020,Core Infrastructure,Internal Labor,Mexico,"2,984"
1/8/2020,Core Infrastructure,Internal Labor,Mexico,"2,984"
1/9/2020,Core Infrastructure,Internal Labor,Mexico,"2,984"
1/10/2020,Core Infrastructure,Internal Labor,Mexico,"2,984"
1/11/2020,Core Infrastructure,Internal Labor,Mexico,"2,984"
1/12/2020,Core Infrastructure,Internal Labor,Mexico,"2,819"
1/1/2020,Core Infrastructure,Internal Labor,New Zealand,"30,851"
1/2/2020,Core Infrastructure,Internal Labor,New Zealand,"30,851"
1/3/2020,Core Infrastructure,Internal Labor,New Zealand,"32,155"
1/4/2020,Core Infrastructure,Internal Labor,New Zealand,"32,155"
1/5/2020,Core Infrastructure,Internal Labor,New Zealand,"32,155"
1/6/2020,Core Infrastructure,Internal Labor,New Zealand,"32,155"
1/7/2020,Core Infrastructure,Internal Labor,New Zealand,"32,155"
1/8/2020,Core Infrastructure,Internal Labor,New Zealand,"32,155"
1/9/2020,Core Infrastructure,Internal Labor,New Zealand,"32,155"
1/10/2020,Core Infrastructure,Internal Labor,New Zealand,"32,155"
1/11/2020,Core Infrastructure,Internal Labor,New Zealand,"32,155"
1/12/2020,Core Infrastructure,Internal Labor,New Zealand,"32,155"
1/1/2020,Core Infrastructure,Internal Labor,USA,"64,556"
1/2/2020,Core Infrastructure,Internal Labor,USA,"72,014"
1/3/2020,Core Infrastructure,Internal Labor,USA,"70,562"
1/4/2020,Core Infrastructure,Internal Labor,USA,"65,080"
1/5/2020,Core Infrastructure,Internal Labor,USA,"65,023"
1/6/2020,Core Infrastructure,Internal Labor,USA,"65,023"
1/7/2020,Core Infrastructure,Internal Labor,USA,"65,390"
1/8/2020,Core Infrastructure,Internal Labor,USA,"65,384"
1/9/2020,Core Infrastructure,Internal Labor,USA,"65,112"
1/10/2020,Core Infrastructure,Internal Labor,USA,"66,364"
1/11/2020,Core Infrastructure,Internal Labor,USA,"66,082"
1/12/2020,Core Infrastructure,Internal Labor,USA,"65,957"
1/1/2020,Core Infrastructure,Other,Brazil,"37,931"
1/2/2020,Core Infrastructure,Other,Brazil,"37,931"
1/3/2020,Core Infrastructure,Other,Brazil,"37,931"
1/4/2020,Core Infrastructure,Other,Brazil,"37,931"
1/5/2020,Core Infrastructure,Other,Brazil,"37,931"
1/6/2020,Core Infrastructure,Other,Brazil,"37,931"
1/7/2020,Core Infrastructure,Other,Brazil,"37,931"
1/8/2020,Core Infrastructure,Other,Brazil,"37,931"
1/9/2020,Core Infrastructure,Other,Brazil,"37,931"
1/10/2020,Core Infrastructure,Other,Brazil,"37,931"
1/11/2020,Core Infrastructure,Other,Brazil,"37,931"
1/12/2020,Core Infrastructure,Other,Brazil,"37,931"
1/1/2020,Core Infrastructure,Other,Canada,23
1/2/2020,Core Infrastructure,Other,Canada,23
1/3/2020,Core Infrastructure,Other,Canada,23
1/4/2020,Core Infrastructure,Other,Canada,23
1/5/2020,Core Infrastructure,Other,Canada,23
1/6/2020,Core Infrastructure,Other,Canada,23
1/7/2020,Core Infrastructure,Other,Canada,23
1/8/2020,Core Infrastructure,Other,Canada,23
1/9/2020,Core Infrastructure,Other,Canada,23
1/10/2020,Core Infrastructure,Other,Canada,23
1/11/2020,Core Infrastructure,Other,Canada,23
1/12/2020,Core Infrastructure,Other,Canada,23
1/1/2020,Core Infrastructure,Other,Mexico,"9,780"
1/2/2020,Core Infrastructure,Other,Mexico,"9,780"
1/3/2020,Core Infrastructure,Other,Mexico,"9,780"
1/4/2020,Core Infrastructure,Other,Mexico,"9,780"
1/5/2020,Core Infrastructure,Other,Mexico,"9,780"
1/6/2020,Core Infrastructure,Other,Mexico,"9,780"
1/7/2020,Core Infrastructure,Other,Mexico,"9,780"
1/8/2020,Core Infrastructure,Other,Mexico,"9,780"
1/9/2020,Core Infrastructure,Other,Mexico,"9,780"
1/10/2020,Core Infrastructure,Other,Mexico,"9,780"
1/11/2020,Core Infrastructure,Other,Mexico,"9,780"
1/12/2020,Core Infrastructure,Other,Mexico,"9,780"
1/1/2020,Core Infrastructure,Other,New Zealand,194
1/2/2020,Core Infrastructure,Other,New Zealand,194
1/3/2020,Core Infrastructure,Other,New Zealand,194
1/4/2020,Core Infrastructure,Other,New Zealand,194
1/5/2020,Core Infrastructure,Other,New Zealand,194
1/6/2020,Core Infrastructure,Other,New Zealand,194
1/7/2020,Core Infrastructure,Other,New Zealand,194
1/8/2020,Core Infrastructure,Other,New Zealand,194
1/9/2020,Core Infrastructure,Other,New Zealand,194
1/10/2020,Core Infrastructure,Other,New Zealand,194
1/11/2020,Core Infrastructure,Other,New Zealand,194
1/12/2020,Core Infrastructure,Other,New Zealand,194
1/1/2020,Core Infrastructure,Other,USA,810
1/2/2020,Core Infrastructure,Other,USA,810
1/3/2020,Core Infrastructure,Other,USA,810
1/4/2020,Core Infrastructure,Other,USA,810
1/5/2020,Core Infrastructure,Other,USA,810
1/6/2020,Core Infrastructure,Other,USA,810
1/7/2020,Core Infrastructure,Other,USA,660
1/8/2020,Core Infrastructure,Other,USA,660
1/9/2020,Core Infrastructure,Other,USA,660
1/10/2020,Core Infrastructure,Other,USA,660
1/11/2020,Core Infrastructure,Other,USA,660
1/12/2020,Core Infrastructure,Other,USA,660
1/1/2020,Core Infrastructure,Recognition,USA,23
1/2/2020,Core Infrastructure,Recognition,USA,23
1/3/2020,Core Infrastructure,Recognition,USA,23
1/4/2020,Core Infrastructure,Recognition,USA,23
1/5/2020,Core Infrastructure,Recognition,USA,23
1/6/2020,Core Infrastructure,Recognition,USA,23
1/7/2020,Core Infrastructure,Recognition,USA,23
1/8/2020,Core Infrastructure,Recognition,USA,23
1/9/2020,Core Infrastructure,Recognition,USA,23
1/10/2020,Core Infrastructure,Recognition,USA,23
1/11/2020,Core Infrastructure,Recognition,USA,23
1/12/2020,Core Infrastructure,Recognition,USA,23
1/1/2020,Core Infrastructure,Severance,Mexico,1
1/2/2020,Core Infrastructure,Severance,Mexico,1
1/3/2020,Core Infrastructure,Severance,Mexico,1
1/4/2020,Core Infrastructure,Severance,Mexico,1
1/5/2020,Core Infrastructure,Severance,Mexico,1
1/6/2020,Core Infrastructure,Severance,Mexico,1
1/7/2020,Core Infrastructure,Severance,Mexico,1
1/8/2020,Core Infrastructure,Severance,Mexico,1
1/9/2020,Core Infrastructure,Severance,Mexico,1
1/10/2020,Core Infrastructure,Severance,Mexico,1
1/11/2020,Core Infrastructure,Severance,Mexico,1
1/12/2020,Core Infrastructure,Severance,Mexico,1
1/1/2020,Core Infrastructure,Software,USA,45
1/2/2020,Core Infrastructure,Software,USA,45
1/3/2020,Core Infrastructure,Software,USA,45
1/4/2020,Core Infrastructure,Software,USA,45
1/5/2020,Core Infrastructure,Software,USA,45
1/6/2020,Core Infrastructure,Software,USA,45
1/7/2020,Core Infrastructure,Software,USA,45
1/8/2020,Core Infrastructure,Software,USA,45
1/9/2020,Core Infrastructure,Software,USA,45
1/10/2020,Core Infrastructure,Software,USA,45
1/11/2020,Core Infrastructure,Software,USA,45
1/12/2020,Core Infrastructure,Software,USA,45
1/1/2020,Core Infrastructure,Software Maintenance,Brazil,"1,812"
1/2/2020,Core Infrastructure,Software Maintenance,Brazil,"1,812"
1/3/2020,Core Infrastructure,Software Maintenance,Brazil,"1,812"
1/4/2020,Core Infrastructure,Software Maintenance,Brazil,"1,812"
1/5/2020,Core Infrastructure,Software Maintenance,Brazil,"1,812"
1/6/2020,Core Infrastructure,Software Maintenance,Brazil,"1,812"
1/7/2020,Core Infrastructure,Software Maintenance,Brazil,"1,812"
1/8/2020,Core Infrastructure,Software Maintenance,Brazil,"1,812"
1/9/2020,Core Infrastructure,Software Maintenance,Brazil,"1,812"
1/10/2020,Core Infrastructure,Software Maintenance,Brazil,"1,812"
